init_variables.started,init_variables.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,instruction_single.started,instruction_single.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,interval.started,interval.stopped,cue_single.started,cue_single.stopped,mask.started,mask.stopped,ori_response_single.started,res_ori,res,ori_response_single.stopped,key_resp_single.keys,key_resp_single.rt,key_resp_single.duration,disp_single.started,disp_single.stopped,key_resp.keys,key_resp.rt,key_resp.duration,single.thisRepN,single.thisTrialN,single.thisN,single.thisIndex,single.ran,ori,path,mask_path,instruction_bandit.started,instruction_bandit.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,cue_bandit.started,cue_bandit.stopped,bandit_res.keys,bandit_res.rt,bandit_res.duration,outcome_bandit.started,rew,action,outcome_bandit.stopped,bandit.thisRepN,bandit.thisTrialN,bandit.thisN,bandit.thisIndex,bandit.ran,actual_rew1,actual_rew2,rew1,rew2,instruction_task.started,instruction_task.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,wait_ready.started,wait_ready.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,cue.started,cue.stopped,ori_response.started,ori_response.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,outcome.started,diff1,diff2,outcome.stopped,disp_outcome_practice.started,disp_outcome_practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ori1,ori2,break_blk.started,break_blk.stopped,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran,condition_file
,,60e686b927391d9ac83103f2,001,2023-12-14_07h21.44.739,bars,2023.2.3,Win32,125,,,,,,1112.977,1113.972,,,1114.472,1114.722,,98,98,,,,,,,,,,,,,,,,bars/027.png,bars/mask001.png,,,,,,,,,,,,4,1,,,,,,,6,10,7,10,,,,,,,,,,,1113.972,1114.472,1114.722,1117.257,space,2.531,,1117.257,12,48,1118.258,1118.258,1118.262,,,,0,36,36,36,1,110,50,,,,,,,,
,,60e686b927391d9ac83103f2,001,2023-12-14_07h21.44.739,bars,2023.2.3,Win32,125,,,,,,1118.262,1119.257,,,1119.757,1120.008,,156,156,,,,,,,,,,,,,,,,bars/001.png,bars/mask004.png,,,,,,,,,,,,1,1,,,,,,,8,8,9,8,,,,,,,,,,,1119.257,1119.757,1120.008,1124.098,space,4.085,,1124.098,26,71,1125.097,1125.097,1125.102,,,,0,37,37,37,1,130,85,,,,,,,,
,,60e686b927391d9ac83103f2,001,2023-12-14_07h21.44.739,bars,2023.2.3,Win32,125,,,,,,1125.103,1126.098,,,1126.598,1126.847,,48,48,,,,,,,,,,,,,,,,bars/006.png,bars/mask007.png,,,,,,,,,,,,6,1,,,,,,,10,10,10,10,,,,,,,,,,,1126.098,1126.598,1126.847,1128.355,space,1.504,,1128.355,13,52,1129.355,1129.355,1129.355,,,,0,38,38,38,1,35,100,,,,,,,,
,,60e686b927391d9ac83103f2,001,2023-12-14_07h21.44.739,bars,2023.2.3,Win32,125,,,,,,1129.355,1130.355,,,1130.855,1131.105,,73,73,,,,,,,,,,,,,,,,bars/002.png,bars/mask005.png,,,,,,,,,,,,6,2,,,,,,,10,10,10,10,,,,,,,,,,,1130.355,1130.855,1131.105,1133.396,space,2.285,,1133.396,57,12,1134.397,1134.397,1134.401,,,,0,39,39,39,1,130,85,,,,,,,,
,,60e686b927391d9ac83103f2,001,2023-12-14_07h21.44.739,bars,2023.2.3,Win32,125,,,,,,1134.402,1135.404,,,1135.903,1136.153,,131,131,,,,,,,,,,,,,,,,bars/020.png,bars/mask000.png,,,,,,,,,,,,3,1,,,,,,,8,8,7,7,,,,,,,,,,,1135.404,1135.903,1136.153,1138.327,space,2.173,,1138.327,16,39,1139.328,1139.328,1139.328,,,,0,40,40,40,1,115,170,,,,,,,,
,,60e686b927391d9ac83103f2,001,2023-12-14_07h21.44.739,bars,2023.2.3,Win32,125,,,,,,1139.328,1140.327,,,1140.827,1141.077,,102,102,,,,,,,,,,,,,,,,bars/037.png,bars/mask007.png,,,,,,,,,,,,5,2,,,,,,,10,6,10,5,,,,,,,,,,,1140.327,1140.827,1141.077,1142.57,space,1.488,,1142.57,48,3,1143.571,1143.571,1143.576,,,,0,41,41,41,1,150,105,,,,,,,,
,,60e686b927391d9ac83103f2,001,2023-12-14_07h21.44.739,bars,2023.2.3,Win32,125,,,,,,1143.576,1144.577,,,1145.077,1145.327,,132,132,,,,,,,,,,,,,,,,bars/039.png,bars/mask002.png,,,,,,,,,,,,1,2,,,,,,,8,8,7,7,,,,,,,,,,,1144.577,1145.077,1145.327,1146.994,space,1.666,,1146.994,43,27,1147.995,1147.995,1147.999,,,,0,42,42,42,1,175,105,,,,,,,,
,,60e686b927391d9ac83103f2,001,2023-12-14_07h21.44.739,bars,2023.2.3,Win32,125,,,,,,1147.999,1148.994,,,1149.495,1149.744,,22,22,,,,,,,,,,,,,,,,bars/035.png,bars/mask005.png,,,,,,,,,,,,0,1,,,,,,,6,6,4,5,,,,,,,,,,,1148.994,1149.495,1149.744,1154.098,space,4.349,,1154.098,27,38,1155.098,1155.098,1155.103,,,,0,43,43,43,1,175,60,,,,,,,,
,,60e686b927391d9ac83103f2,001,2023-12-14_07h21.44.739,bars,2023.2.3,Win32,125,,,,,,1155.103,1156.099,,,1156.599,1156.849,,107,107,,,,,,,,,,,,,,,,bars/009.png,bars/mask003.png,,,,,,,,,,,,4,2,,,,,,,8,4,7,4,,,,,,,,,,,1156.099,1156.599,1156.849,1161.077,space,4.226,,1161.077,88,2,1162.078,1162.078,1162.083,,,,0,44,44,44,1,15,105,,,,,,,,
,,60e686b927391d9ac83103f2,001,2023-12-14_07h21.44.739,bars,2023.2.3,Win32,125,,,,,,1162.083,1163.078,,,1163.577,1163.827,,50,50,,,,,,,,,,,,,,,,bars/016.png,bars/mask002.png,,,,,,,,,,,,7,1,,,,,,,10,6,10,6,,,,,,,,,,,1163.078,1163.577,1163.827,1166.043,space,2.208,,1166.043,10,65,1167.043,1167.043,1167.044,,,,0,45,45,45,1,40,165,,,,,,,,
